"locality_identifier","household_identifier","treatment_locality","promotion_locality","eligible","enrolled","enrolled_rp","poverty_index","round","health_expenditures","age_hh","age_sp","educ_hh","educ_sp","female_hh","indigenous","hhsize","dirtfloor","bathroom","land","hospital_distance","enrolled_num"
43,10963,"Control","No promotion","Eligible","Not enrolled",0,53.0139122009277,"After",24.7058181762695,67,66,2,0,0,1,4,0,1,4,113.556496542412,0
43,10964,"Control","No promotion","Eligible","Not enrolled",0,37.0170021057129,"After",18.1264305114746,29,28,5,5,0,1,6,1,0,0,113.556496542412,0
43,10964,"Control","No promotion","Eligible","Not enrolled",0,37.0170021057129,"Before",9.99437999725342,28,28,5,5,0,1,6,1,0,0,113.556496542412,0
43,10969,"Control","No promotion","Eligible","Not enrolled",0,50.8887176513672,"After",20.5993137359619,87,86,0,0,0,1,3,1,0,0,113.556496542412,0
43,10969,"Control","No promotion","Eligible","Not enrolled",0,50.8887176513672,"Before",16.7139205932617,86,85,0,0,0,1,3,1,0,0,113.556496542412,0
43,10970,"Control","No promotion","Eligible","Not enrolled",0,52.7820701599121,"Before",13.0704622268677,33,32,9,3,0,1,5,1,1,0,113.556496542412,0
43,10970,"Control","No promotion","Eligible","Not enrolled",0,52.7820701599121,"After",19.9214496612549,34,33,9,3,0,1,5,1,1,0,113.556496542412,0
43,10971,"Control","No promotion","Eligible","Not enrolled",0,56.7233390808105,"After",20.5246200561523,27,24,9,6,0,1,3,1,1,0,113.556496542412,0
43,10971,"Control","No promotion","Eligible","Not enrolled",0,56.7233390808105,"Before",15.8573341369629,26,23,9,6,0,1,3,1,1,0,113.556496542412,0
43,10973,"Control","No promotion","Eligible","Not enrolled",0,57.1870155334473,"Before",18.2693958282471,38,41,5,2,1,1,4,1,1,2,113.556496542412,0
43,10973,"Control","No promotion","Eligible","Not enrolled",0,57.1870155334473,"After",21.3282432556152,40,41,5,2,1,1,4,1,1,2,113.556496542412,0
43,10975,"Control","No promotion","Eligible","Not enrolled",0,49.0726432800293,"Before",12.9238920211792,35,24,6,6,0,1,6,0,0,0,113.556496542412,0
43,10975,"Control","No promotion","Eligible","Not enrolled",0,49.0726432800293,"After",13.4685192108154,36,25,6,6,0,1,6,0,0,0,113.556496542412,0
43,10976,"Control","No promotion","Eligible","Not enrolled",0,57.1290588378906,"After",17.7373790740967,60,68,0,0,0,1,7,1,0,2,113.556496542412,0
43,10976,"Control","No promotion","Eligible","Not enrolled",0,57.1290588378906,"Before",9.94561767578125,59,67,0,0,0,1,7,1,0,2,113.556496542412,0
43,10979,"Control","No promotion","Eligible","Not enrolled",0,51.1591949462891,"Before",15.7031803131104,59,40,0,0,0,1,5,1,1,9,113.556496542412,0
43,10979,"Control","No promotion","Eligible","Not enrolled",0,51.1591949462891,"After",15.2463150024414,60,41,0,0,0,1,5,1,1,9,113.556496542412,0
43,10981,"Control","No promotion","Eligible","Not enrolled",0,48.0680046081543,"Before",10.6967573165894,38,32,0,2,0,1,7,0,0,0,113.556496542412,0
43,10981,"Control","No promotion","Eligible","Not enrolled",0,48.0680046081543,"After",11.8350381851196,39,33,0,2,0,1,7,0,0,0,113.556496542412,0
43,10984,"Control","No promotion","Eligible","Not enrolled",0,37.0170021057129,"After",10.2558584213257,27,27,0,3,0,1,6,1,0,0,113.556496542412,0
43,10984,"Control","No promotion","Eligible","Not enrolled",0,37.0170021057129,"Before",8.48132038116455,25,25,0,3,0,1,6,1,0,0,113.556496542412,0
155,10986,"Control","Promotion","Eligible","Not enrolled",0,53.7867088317871,"Before",23.9971332550049,87,41,0,2,1,1,1,1,0,0,121.849045786447,0
155,10986,"Control","Promotion","Eligible","Not enrolled",0,53.7867088317871,"After",20.5256595611572,88,41,0,2,1,1,1,1,0,0,121.849045786447,0
155,10987,"Control","Promotion","Eligible","Not enrolled",0,57.1097373962402,"After",17.0081596374512,31,41,2,2,0,1,1,1,0,0,121.849045786447,0
155,10987,"Control","Promotion","Eligible","Not enrolled",0,57.1097373962402,"Before",23.9498882293701,30,41,2,2,0,1,1,1,0,0,121.849045786447,0
177,10988,"Treatment","No promotion","Eligible","Enrolled",1,46.9088096618652,"After",6.63681602478027,45,43,2,1,0,1,4,1,0,3,109.066227866391,1
177,10988,"Treatment","No promotion","Eligible","Enrolled",1,46.9088096618652,"Before",16.7203102111816,44,42,2,1,0,1,4,1,0,3,109.066227866391,1
177,10989,"Treatment","No promotion","Eligible","Enrolled",1,52.8593521118164,"Before",16.7644348144531,67,46,0,2,0,1,4,1,0,3,109.066227866391,1
177,10989,"Treatment","No promotion","Eligible","Enrolled",1,52.8593521118164,"After",8.7180871963501,68,47,0,2,0,1,4,1,0,3,109.066227866391,1
177,10991,"Treatment","No promotion","Eligible","Enrolled",1,45.9621315002441,"After",0.592972934246063,66,48,4,4,0,1,9,1,1,3,109.066227866391,1
177,10991,"Treatment","No promotion","Eligible","Enrolled",1,45.9621315002441,"Before",7.78560018539429,65,47,4,4,0,1,9,1,1,3,109.066227866391,1
177,10995,"Treatment","No promotion","Eligible","Enrolled",1,52.4729537963867,"Before",22.1319370269775,70,63,3,2,0,1,2,1,1,3,109.066227866391,1
177,10995,"Treatment","No promotion","Eligible","Enrolled",1,52.4729537963867,"After",18.5948047637939,71,64,3,2,0,1,2,1,1,3,109.066227866391,1
177,10998,"Treatment","No promotion","Eligible","Enrolled",1,35.0850067138672,"After",4.37183856964111,33,35,2,3,0,1,7,1,0,0,109.066227866391,1
177,10998,"Treatment","No promotion","Eligible","Enrolled",1,35.0850067138672,"Before",8.74299716949463,32,34,2,3,0,1,7,1,0,0,109.066227866391,1
18,11004,"Control","No promotion","Eligible","Not enrolled",0,56.8261222839355,"After",9.79525184631348,43,37,3,5,0,0,10,1,0,14,148.069134782375,0
18,11004,"Control","No promotion","Eligible","Not enrolled",0,56.8261222839355,"Before",8.67998313903809,42,37,3,5,0,0,10,1,0,14,148.069134782375,0
18,11005,"Control","No promotion","Eligible","Not enrolled",0,46.7542495727539,"Before",25.3899745941162,68,63,0,0,0,0,2,1,0,14,148.069134782375,0
18,11005,"Control","No promotion","Eligible","Not enrolled",0,46.7542495727539,"After",44.6458892822266,69,64,0,0,0,0,2,1,0,14,148.069134782375,0
18,11006,"Control","No promotion","Eligible","Not enrolled",0,55.8732604980469,"After",9.50947189331055,29,29,5,6,0,0,8,0,0,20,148.069134782375,0
18,11006,"Control","No promotion","Eligible","Not enrolled",0,55.8732604980469,"Before",14.78244972229,28,28,5,6,0,0,8,0,0,20,148.069134782375,0
18,11010,"Control","No promotion","Eligible","Not enrolled",0,54.8686256408691,"After",28.7910213470459,52,42,5,0,0,0,3,0,0,3,148.069134782375,0
18,11010,"Control","No promotion","Eligible","Not enrolled",0,54.8686256408691,"Before",24.3053779602051,51,41,5,0,0,0,3,0,0,3,148.069134782375,0
18,11011,"Control","No promotion","Eligible","Not enrolled",0,56.7233390808105,"After",13.6940116882324,32,33,6,6,0,0,6,0,0,4,148.069134782375,0
18,11011,"Control","No promotion","Eligible","Not enrolled",0,56.7233390808105,"Before",16.5043621063232,31,32,6,6,0,0,6,0,0,4,148.069134782375,0
18,11012,"Control","No promotion","Eligible","Not enrolled",0,37.8670806884766,"After",9.54897689819336,35,35,4,2,0,0,7,1,0,10,148.069134782375,0
18,11012,"Control","No promotion","Eligible","Not enrolled",0,37.8670806884766,"Before",13.3370532989502,34,34,4,2,0,0,7,1,0,10,148.069134782375,0
18,11014,"Control","No promotion","Eligible","Not enrolled",0,56.8778991699219,"Before",15.3547763824463,34,37,5,5,0,0,6,1,0,9,148.069134782375,0
18,11014,"Control","No promotion","Eligible","Not enrolled",0,56.8778991699219,"After",10.7401466369629,35,38,5,5,0,0,6,1,0,9,148.069134782375,0
18,11016,"Control","No promotion","Eligible","Not enrolled",0,57.5734176635742,"Before",17.3219528198242,34,32,2,4,0,0,6,0,0,7,148.069134782375,0
18,11016,"Control","No promotion","Eligible","Not enrolled",0,57.5734176635742,"After",11.7627286911011,35,33,2,4,0,0,6,0,0,7,148.069134782375,0
21,11022,"Treatment","Promotion","Eligible","Enrolled",1,56.7233390808105,"Before",19.5549640655518,23,22,0,6,0,0,4,0,1,10,170.457647201448,1
21,11022,"Treatment","Promotion","Eligible","Enrolled",1,56.7233390808105,"After",12.2151098251343,24,23,0,6,0,0,4,0,1,10,170.457647201448,1
21,11023,"Treatment","Promotion","Eligible","Enrolled",1,40.417308807373,"After",16.5034847259521,33,32,3,6,0,0,6,0,0,3,170.457647201448,1
21,11023,"Treatment","Promotion","Eligible","Enrolled",1,40.417308807373,"Before",16.4626560211182,32,32,3,6,0,0,6,0,0,3,170.457647201448,1
21,11025,"Treatment","Promotion","Eligible","Enrolled",1,52.3183937072754,"After",23.9613151550293,27,19,3,2,0,0,4,0,1,2,170.457647201448,1
21,11025,"Treatment","Promotion","Eligible","Enrolled",1,52.3183937072754,"Before",19.017126083374,26,18,3,2,0,0,4,0,1,2,170.457647201448,1
21,11027,"Treatment","Promotion","Eligible","Enrolled",1,46.6769714355469,"Before",11.1954164505005,29,29,3,8,0,0,7,1,0,2,170.457647201448,1
21,11027,"Treatment","Promotion","Eligible","Enrolled",1,46.6769714355469,"After",16.5440788269043,30,30,3,8,0,0,7,1,0,2,170.457647201448,1
21,11028,"Treatment","Promotion","Eligible","Enrolled",1,43.1221008300781,"After",3.5723078250885,40,38,3,3,0,0,8,1,0,3,170.457647201448,1
21,11028,"Treatment","Promotion","Eligible","Enrolled",1,43.1221008300781,"Before",10.5710496902466,38,38,3,3,0,0,8,1,0,3,170.457647201448,1
21,11032,"Treatment","Promotion","Eligible","Enrolled",1,53.8639869689941,"After",10.3936929702759,37,31,1,3,0,0,6,0,1,1,170.457647201448,1
21,11032,"Treatment","Promotion","Eligible","Enrolled",1,53.8639869689941,"Before",16.6378059387207,36,30,1,3,0,0,6,0,1,1,170.457647201448,1
21,11035,"Treatment","Promotion","Eligible","Enrolled",1,41.2673873901367,"After",3.98902630805969,43,40,4,4,0,0,9,0,0,5,170.457647201448,1
21,11035,"Treatment","Promotion","Eligible","Enrolled",1,41.2673873901367,"Before",11.8131446838379,42,39,4,4,0,0,9,0,0,5,170.457647201448,1
21,11036,"Treatment","Promotion","Eligible","Enrolled",1,47.3724899291992,"Before",17.0476264953613,62,59,3,2,0,0,7,0,1,3,170.457647201448,1
21,11036,"Treatment","Promotion","Eligible","Enrolled",1,47.3724899291992,"After",19.6350650787354,62,60,3,2,0,0,7,0,1,3,170.457647201448,1
21,11038,"Treatment","Promotion","Eligible","Enrolled",1,56.3369407653809,"After",9.85593128204346,38,37,4,4,0,0,8,0,1,5,170.457647201448,1
21,11038,"Treatment","Promotion","Eligible","Enrolled",1,56.3369407653809,"Before",13.6842670440674,37,36,4,4,0,0,8,0,1,5,170.457647201448,1
21,11039,"Treatment","Promotion","Eligible","Enrolled",1,50.7727966308594,"After",8.18997097015381,32,27,2,4,0,0,6,1,0,0,170.457647201448,1
21,11039,"Treatment","Promotion","Eligible","Enrolled",1,50.7727966308594,"Before",12.8203020095825,31,26,2,4,0,0,6,1,0,0,170.457647201448,1
21,11040,"Treatment","Promotion","Eligible","Enrolled",1,52.4729537963867,"Before",20.9985427856445,56,50,2,2,0,0,5,0,1,3,170.457647201448,1
21,11040,"Treatment","Promotion","Eligible","Enrolled",1,52.4729537963867,"After",11.8688974380493,57,51,2,2,0,0,5,0,1,3,170.457647201448,1
21,11041,"Treatment","Promotion","Eligible","Enrolled",1,54.9459037780762,"Before",17.156587600708,28,23,3,8,0,0,5,0,0,1,170.457647201448,1
21,11041,"Treatment","Promotion","Eligible","Enrolled",1,54.9459037780762,"After",6.18786716461182,29,24,3,8,0,0,5,0,0,1,170.457647201448,1
21,11045,"Treatment","Promotion","Eligible","Enrolled",1,53.7094268798828,"After",3.59431767463684,39,42,3,3,0,0,6,0,1,3,170.457647201448,1
21,11045,"Treatment","Promotion","Eligible","Enrolled",1,53.7094268798828,"Before",17.7064247131348,38,41,3,3,0,0,6,0,1,3,170.457647201448,1
21,11047,"Treatment","Promotion","Eligible","Enrolled",1,35.4714050292969,"After",1.0456383228302,42,33,3,3,0,0,8,0,0,5,170.457647201448,1
21,11047,"Treatment","Promotion","Eligible","Enrolled",1,35.4714050292969,"Before",13.450493812561,41,32,3,3,0,0,8,0,0,5,170.457647201448,1
21,11055,"Treatment","Promotion","Eligible","Enrolled",1,55.0231857299805,"After",0,38,35,3,2,0,0,7,0,1,7,170.457647201448,1
21,11055,"Treatment","Promotion","Eligible","Enrolled",1,55.0231857299805,"Before",16.0019874572754,37,34,3,2,0,0,7,0,1,7,170.457647201448,1
50,11060,"Treatment","Promotion","Eligible","Enrolled",1,43.1993827819824,"Before",15.4740858078003,36,39,6,6,0,0,6,1,0,8,155.003700287399,1
50,11060,"Treatment","Promotion","Eligible","Enrolled",1,43.1993827819824,"After",17.9234848022461,37,40,6,6,0,0,6,1,0,8,155.003700287399,1
50,11061,"Treatment","Promotion","Eligible","Enrolled",1,28.1298294067383,"Before",10.9899740219116,27,25,6,3,0,0,7,1,1,2,155.003700287399,1
50,11061,"Treatment","Promotion","Eligible","Enrolled",1,28.1298294067383,"After",3.31089234352112,28,26,6,3,0,0,7,1,1,2,155.003700287399,1
50,11062,"Treatment","Promotion","Eligible","Enrolled",1,44.4358596801758,"After",6.07702255249023,63,59,0,2,0,0,4,1,0,2,155.003700287399,1
50,11062,"Treatment","Promotion","Eligible","Enrolled",1,44.4358596801758,"Before",19.1415367126465,62,58,0,2,0,0,4,1,0,2,155.003700287399,1
50,11064,"Treatment","Promotion","Eligible","Enrolled",1,45.7496147155762,"Before",13.2033996582031,61,61,0,0,0,0,7,1,1,2,155.003700287399,1
50,11064,"Treatment","Promotion","Eligible","Enrolled",1,45.7496147155762,"After",2.96038460731506,62,62,0,0,0,0,7,1,1,2,155.003700287399,1
50,11066,"Treatment","Promotion","Eligible","Enrolled",1,40.340030670166,"After",0,47,41,0,2,1,0,3,1,0,0,155.003700287399,1
50,11066,"Treatment","Promotion","Eligible","Enrolled",1,40.340030670166,"Before",21.8909378051758,46,41,0,2,1,0,3,1,0,0,155.003700287399,1
50,11067,"Treatment","Promotion","Eligible","Enrolled",1,38.4853172302246,"Before",10.7265596389771,35,22,0,4,0,0,7,1,0,5,155.003700287399,1
50,11067,"Treatment","Promotion","Eligible","Enrolled",1,38.4853172302246,"After",2.14476895332336,36,23,0,4,0,0,7,1,0,5,155.003700287399,1
50,11073,"Treatment","Promotion","Eligible","Enrolled",1,42.9933013916016,"After",7.48771190643311,60,43,0,2,0,0,7,1,1,2,155.003700287399,1
50,11073,"Treatment","Promotion","Eligible","Enrolled",1,42.9933013916016,"Before",13.0850114822388,59,42,0,2,0,0,7,1,1,2,155.003700287399,1
50,11074,"Treatment","Promotion","Eligible","Enrolled",1,40.7264289855957,"Before",17.8350372314453,23,18,1,6,0,0,3,1,0,2,155.003700287399,1
50,11074,"Treatment","Promotion","Eligible","Enrolled",1,40.7264289855957,"After",11.9464883804321,24,19,1,6,0,0,3,1,0,2,155.003700287399,1
50,11078,"Treatment","Promotion","Eligible","Enrolled",1,41.2673873901367,"Before",14.1976547241211,31,25,3,8,0,0,6,1,1,6,155.003700287399,1
50,11078,"Treatment","Promotion","Eligible","Enrolled",1,41.2673873901367,"After",4.06130981445312,32,26,3,8,0,0,6,1,1,6,155.003700287399,1
50,11090,"Treatment","Promotion","Eligible","Enrolled",1,31.45285987854,"After",0,34,30,0,5,0,0,9,1,1,0,155.003700287399,1
50,11090,"Treatment","Promotion","Eligible","Enrolled",1,31.45285987854,"Before",6.39805459976196,33,29,0,5,0,0,9,1,1,0,155.003700287399,1
50,11094,"Treatment","Promotion","Eligible","Enrolled",1,55.4868621826172,"After",0.793465793132782,36,28,0,9,0,0,5,0,1,4,155.003700287399,1
50,11094,"Treatment","Promotion","Eligible","Enrolled",1,55.4868621826172,"Before",18.0025444030762,35,27,0,9,0,0,5,0,1,4,155.003700287399,1
50,11095,"Treatment","Promotion","Eligible","Enrolled",1,32.5347747802734,"Before",12.4775743484497,30,26,0,6,0,0,6,1,0,4,155.003700287399,1
50,11095,"Treatment","Promotion","Eligible","Enrolled",1,32.5347747802734,"After",0.769059360027313,31,27,0,6,0,0,6,1,0,4,155.003700287399,1
50,11097,"Treatment","Promotion","Eligible","Enrolled",1,43.4312210083008,"After",13.1154546737671,26,23,0,0,0,0,4,1,0,1,155.003700287399,1
50,11097,"Treatment","Promotion","Eligible","Enrolled",1,43.4312210083008,"Before",15.1888122558594,25,22,0,0,0,0,4,1,0,1,155.003700287399,1
50,11098,"Treatment","Promotion","Eligible","Enrolled",1,47.6816062927246,"After",10.8634996414185,32,21,6,2,0,0,4,0,1,0,155.003700287399,1
50,11098,"Treatment","Promotion","Eligible","Enrolled",1,47.6816062927246,"Before",19.3326206207275,31,20,6,2,0,0,4,0,1,0,155.003700287399,1
50,11107,"Treatment","Promotion","Eligible","Enrolled",1,41.7310676574707,"Before",13.0195636749268,30,27,2,9,0,0,6,1,0,1,155.003700287399,1
50,11107,"Treatment","Promotion","Eligible","Enrolled",1,41.7310676574707,"After",7.78141307830811,31,28,2,9,0,0,6,1,0,1,155.003700287399,1
50,11108,"Treatment","Promotion","Eligible","Enrolled",1,48.995361328125,"Before",14.5232105255127,34,31,5,9,0,0,6,1,1,4,155.003700287399,1
50,11108,"Treatment","Promotion","Eligible","Enrolled",1,48.995361328125,"After",1.40200066566467,35,32,5,9,0,0,6,1,1,4,155.003700287399,1
50,11114,"Treatment","Promotion","Eligible","Enrolled",1,50.463680267334,"After",9.99871349334717,51,41,0,2,0,0,6,0,1,3,155.003700287399,1
50,11114,"Treatment","Promotion","Eligible","Enrolled",1,50.463680267334,"Before",20.3210773468018,50,41,0,2,0,0,6,0,1,3,155.003700287399,1
50,11115,"Treatment","Promotion","Eligible","Enrolled",1,37.0170021057129,"Before",13.4016942977905,26,24,3,5,0,0,7,0,1,2,155.003700287399,1
50,11115,"Treatment","Promotion","Eligible","Enrolled",1,37.0170021057129,"After",1.2964346408844,27,25,3,5,0,0,7,0,1,2,155.003700287399,1
50,11117,"Treatment","Promotion","Eligible","Enrolled",1,55.3838233947754,"After",0.930573642253876,54,52,0,0,0,0,8,0,1,0,155.003700287399,1
50,11117,"Treatment","Promotion","Eligible","Enrolled",1,55.3838233947754,"Before",13.1713495254517,53,51,0,0,0,0,8,0,1,0,155.003700287399,1
50,11119,"Treatment","Promotion","Eligible","Enrolled",1,43.5857810974121,"Before",20.0399932861328,21,20,2,3,0,0,2,1,0,3,155.003700287399,1
50,11119,"Treatment","Promotion","Eligible","Enrolled",1,43.5857810974121,"After",20.2800102233887,22,21,2,3,0,0,2,1,0,3,155.003700287399,1
50,11130,"Treatment","Promotion","Eligible","Enrolled",1,50.2060813903809,"Before",19.9910564422607,61,55,0,0,0,0,5,0,1,2,155.003700287399,1
50,11130,"Treatment","Promotion","Eligible","Enrolled",1,50.2060813903809,"After",15.2119646072388,62,56,0,0,0,0,5,0,1,2,155.003700287399,1
19,11133,"Treatment","Promotion","Eligible","Enrolled",1,40.6491508483887,"Before",15.9741325378418,80,78,0,0,0,0,5,1,0,0,33.5912053393079,1
19,11133,"Treatment","Promotion","Eligible","Enrolled",1,40.6491508483887,"After",0.937943637371063,81,79,0,0,0,0,5,1,0,0,33.5912053393079,1
19,11138,"Treatment","Promotion","Eligible","Enrolled",1,55.6414222717285,"After",8.818772315979,58,65,0,1,1,0,2,1,0,0,33.5912053393079,1
19,11138,"Treatment","Promotion","Eligible","Enrolled",1,55.6414222717285,"Before",21.6853733062744,57,64,0,1,1,0,2,1,0,0,33.5912053393079,1
19,11140,"Treatment","Promotion","Eligible","Enrolled",1,53.3230285644531,"Before",15.4308471679688,30,27,3,9,0,0,6,0,0,0,33.5912053393079,1
19,11140,"Treatment","Promotion","Eligible","Enrolled",1,53.3230285644531,"After",0.212035372853279,31,28,3,9,0,0,6,0,0,0,33.5912053393079,1
19,11142,"Treatment","Promotion","Eligible","Enrolled",1,46.9860877990723,"After",0,36,36,3,3,0,0,9,1,0,6,33.5912053393079,1
19,11142,"Treatment","Promotion","Eligible","Enrolled",1,46.9860877990723,"Before",8.68581295013428,35,35,3,3,0,0,9,1,0,6,33.5912053393079,1
98,11146,"Treatment","Promotion","Eligible","Enrolled",1,41.5765075683594,"After",0.674313724040985,42,37,3,3,0,0,9,1,0,3,31.7157950083265,1
98,11146,"Treatment","Promotion","Eligible","Enrolled",1,41.5765075683594,"Before",8.65119361877441,41,36,3,3,0,0,9,1,0,3,31.7157950083265,1
98,11150,"Treatment","Promotion","Eligible","Enrolled",1,42.5811424255371,"Before",10.3801460266113,27,26,6,4,0,0,7,1,0,0,31.7157950083265,1
98,11150,"Treatment","Promotion","Eligible","Enrolled",1,42.5811424255371,"After",0,28,27,6,4,0,0,7,1,0,0,31.7157950083265,1
98,11151,"Treatment","Promotion","Eligible","Enrolled",1,50.3091201782227,"Before",13.9495677947998,33,32,3,3,0,0,7,0,0,0,31.7157950083265,1
98,11151,"Treatment","Promotion","Eligible","Enrolled",1,50.3091201782227,"After",0.865143954753876,34,34,3,3,0,0,7,0,0,0,31.7157950083265,1
98,11154,"Treatment","Promotion","Eligible","Enrolled",1,51.081916809082,"After",8.33640384674072,35,29,3,2,0,0,6,0,0,0,31.7157950083265,1
98,11154,"Treatment","Promotion","Eligible","Enrolled",1,51.081916809082,"Before",15.7425756454468,33,28,3,2,0,0,6,0,0,0,31.7157950083265,1
98,11158,"Treatment","Promotion","Eligible","Enrolled",1,55.4095840454102,"Before",12.2833909988403,35,36,2,6,0,0,8,0,0,0,31.7157950083265,1
98,11158,"Treatment","Promotion","Eligible","Enrolled",1,55.4095840454102,"After",0.935895144939423,36,37,2,6,0,0,8,0,0,0,31.7157950083265,1
24,11175,"Control","No promotion","Eligible","Not enrolled",0,54.2117462158203,"After",17.9290084838867,51,41,0,2,1,1,3,1,1,3,137.964321204956,0
24,11175,"Control","No promotion","Eligible","Not enrolled",0,54.2117462158203,"Before",20.3010272979736,50,41,0,2,1,1,3,1,1,3,137.964321204956,0
24,11176,"Control","No promotion","Eligible","Not enrolled",0,56.7233390808105,"Before",11.3525648117065,36,36,15,3,0,1,8,1,1,0,137.964321204956,0
24,11176,"Control","No promotion","Eligible","Not enrolled",0,56.7233390808105,"After",10.0024442672729,37,37,15,3,0,1,8,1,1,0,137.964321204956,0
24,11177,"Control","No promotion","Eligible","Not enrolled",0,43.1993827819824,"Before",13.5419301986694,29,20,6,6,0,1,4,1,0,0,137.964321204956,0
24,11177,"Control","No promotion","Eligible","Not enrolled",0,43.1993827819824,"After",10.5604162216187,30,21,6,6,0,1,4,1,0,0,137.964321204956,0
24,11178,"Control","No promotion","Eligible","Not enrolled",0,47.8361663818359,"After",12.9959468841553,49,41,3,2,1,1,6,1,1,0,137.964321204956,0
24,11178,"Control","No promotion","Eligible","Not enrolled",0,47.8361663818359,"Before",14.4664764404297,48,41,3,2,1,1,6,1,1,0,137.964321204956,0
24,11179,"Control","No promotion","Eligible","Not enrolled",0,51.3137550354004,"Before",9.39546680450439,53,47,3,3,0,1,8,1,1,3,137.964321204956,0
24,11179,"Control","No promotion","Eligible","Not enrolled",0,51.3137550354004,"After",13.4593687057495,54,48,3,3,0,1,8,1,1,3,137.964321204956,0
24,11180,"Control","No promotion","Eligible","Not enrolled",0,50.1931991577148,"Before",8.06467628479004,73,41,0,2,1,1,9,1,1,0,137.964321204956,0
24,11180,"Control","No promotion","Eligible","Not enrolled",0,50.1931991577148,"After",13.8356380462646,74,41,0,2,1,1,9,1,1,0,137.964321204956,0
24,11181,"Control","No promotion","Eligible","Not enrolled",0,54.2890281677246,"After",12.2181978225708,53,41,3,2,1,1,7,1,1,3,137.964321204956,0
24,11181,"Control","No promotion","Eligible","Not enrolled",0,54.2890281677246,"Before",13.1710414886475,52,41,3,2,1,1,7,1,1,3,137.964321204956,0
24,11184,"Control","No promotion","Eligible","Not enrolled",0,44.8222579956055,"Before",13.7713222503662,29,31,0,8,0,1,4,1,1,0,137.964321204956,0
24,11184,"Control","No promotion","Eligible","Not enrolled",0,44.8222579956055,"After",14.3933334350586,30,32,0,8,0,1,4,1,1,0,137.964321204956,0
24,11185,"Control","No promotion","Eligible","Not enrolled",0,49.536319732666,"After",12.452112197876,51,47,3,3,0,1,8,1,1,4,137.964321204956,0
24,11185,"Control","No promotion","Eligible","Not enrolled",0,49.536319732666,"Before",9.41425228118896,50,46,3,3,0,1,8,1,1,4,137.964321204956,0
24,11189,"Control","No promotion","Eligible","Not enrolled",0,48.1452865600586,"Before",11.163724899292,34,30,9,3,0,1,6,1,1,1,137.964321204956,0
24,11189,"Control","No promotion","Eligible","Not enrolled",0,48.1452865600586,"After",11.9212493896484,35,31,9,3,0,1,6,1,1,1,137.964321204956,0
24,11193,"Control","No promotion","Eligible","Not enrolled",0,39.6445121765137,"After",9.91202259063721,39,26,5,4,0,1,5,1,1,3,137.964321204956,0
24,11193,"Control","No promotion","Eligible","Not enrolled",0,39.6445121765137,"Before",13.5760622024536,38,25,5,4,0,1,5,1,1,3,137.964321204956,0
24,11196,"Control","No promotion","Eligible","Not enrolled",0,54.4822273254395,"After",13.9053354263306,54,47,4,3,0,1,4,1,1,2,137.964321204956,0
24,11196,"Control","No promotion","Eligible","Not enrolled",0,54.4822273254395,"Before",17.4056968688965,53,46,4,3,0,1,4,1,1,2,137.964321204956,0
24,11197,"Control","No promotion","Eligible","Not enrolled",0,51.622875213623,"Before",14.0292739868164,25,29,6,0,0,1,4,1,0,1,137.964321204956,0
24,11197,"Control","No promotion","Eligible","Not enrolled",0,51.622875213623,"After",15.6996984481812,26,30,6,0,0,1,4,1,0,1,137.964321204956,0
24,11200,"Control","No promotion","Eligible","Not enrolled",0,46.5224113464355,"Before",8.1330394744873,38,49,5,2,0,1,8,1,1,1,137.964321204956,0
24,11200,"Control","No promotion","Eligible","Not enrolled",0,46.5224113464355,"After",10.8923330307007,39,50,5,2,0,1,8,1,1,1,137.964321204956,0
24,11202,"Control","No promotion","Eligible","Not enrolled",0,45.3632164001465,"After",11.6238384246826,33,28,6,6,0,1,4,1,1,0,137.964321204956,0
24,11202,"Control","No promotion","Eligible","Not enrolled",0,45.3632164001465,"Before",14.7280101776123,32,27,6,6,0,1,4,1,1,0,137.964321204956,0
24,11203,"Control","No promotion","Eligible","Not enrolled",0,48.377124786377,"After",12.9700527191162,29,27,6,9,0,1,6,1,1,0,137.964321204956,0
24,11203,"Control","No promotion","Eligible","Not enrolled",0,48.377124786377,"Before",10.20339012146,28,26,6,9,0,1,6,1,1,0,137.964321204956,0
24,11204,"Control","No promotion","Eligible","Not enrolled",0,51.3910369873047,"Before",11.5869646072388,25,22,6,6,0,1,5,1,1,0,137.964321204956,0
24,11204,"Control","No promotion","Eligible","Not enrolled",0,51.3910369873047,"After",14.9454383850098,26,23,6,6,0,1,5,1,1,0,137.964321204956,0
24,11205,"Control","No promotion","Eligible","Not enrolled",0,52.4536323547363,"Before",7.44327116012573,59,53,2,3,0,1,9,1,1,2,137.964321204956,0
24,11205,"Control","No promotion","Eligible","Not enrolled",0,52.4536323547363,"After",11.4908208847046,60,54,2,3,0,1,9,1,1,2,137.964321204956,0
24,11207,"Control","No promotion","Eligible","Not enrolled",0,50.7727966308594,"Before",20.5605220794678,63,54,0,0,0,1,2,1,1,0,137.964321204956,0
24,11207,"Control","No promotion","Eligible","Not enrolled",0,50.7727966308594,"After",15.3421936035156,64,55,0,0,0,1,2,1,1,0,137.964321204956,0
24,11208,"Control","No promotion","Eligible","Not enrolled",0,48.6089630126953,"After",9.77341461181641,40,35,1,2,0,1,6,1,1,1,137.964321204956,0
